path,source,species,venom_label,license,width,height,dup_cluster_id,is_representative,split
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Common-Krait_002.jpg,kaggle_india,,venomous,,400,400,2059,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common-krait_004.jpg,kaggle_india,,venomous,,400,400,2060,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common-krait_005.jpg,kaggle_india,,venomous,,400,400,2061,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common-krait_006.jpg,kaggle_india,,venomous,,400,400,2062,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common-krait_007.jpg,kaggle_india,,venomous,,400,400,4082,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common-krait_008.jpg,kaggle_india,,venomous,,400,400,4083,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Common-Krait_010.jpg,kaggle_india,,venomous,,400,400,2065,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\COMMON-KRAIT_011.jpg,kaggle_india,,venomous,,400,400,2066,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\COMMONKRAIT-medium-init-.jpg,kaggle_india,,venomous,,400,400,2067,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Commonkrait.jpg,kaggle_india,,venomous,,400,400,2068,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,kaggle_india,,venomous,,400,400,2069,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common_krait-bungarus_caeruleus.jpg,kaggle_india,,venomous,,400,400,2070,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\common_krait.jpg,kaggle_india,,venomous,,400,400,2071,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\D8B_8271_Daboia_siamensis_Sa_Keao9x16-300x169.jpg,kaggle_india,,venomous,,400,400,2462,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\D8B_8356_Daboia_Siamensis_Sa_Keao-720x340.jpg,kaggle_india,,venomous,,400,400,2463,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia russelli copy.jpg,kaggle_india,,venomous,,400,400,2464,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia-russelii-03000025913_01.jpg,kaggle_india,,venomous,,400,400,2465,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-displaying-erect-fangs-these-fangs-H9ER3E.jpg,kaggle_india,,venomous,,400,400,2466,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-dr22pc.jpg,kaggle_india,,venomous,,400,400,2467,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-DR22PC_001.jpg,kaggle_india,,venomous,,400,400,2468,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-dr26ah.jpg,kaggle_india,,venomous,,400,400,2469,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-dr26fj.jpg,kaggle_india,,venomous,,400,400,2470,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-these-juvenile-vipers-was-born-in-captivity-H9EPEA.jpg,kaggle_india,,venomous,,400,400,2471,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-russelii-russells-viper-venomous-mudumalai-sanctuary-tamilnadu-h9er01.jpg,kaggle_india,,venomous,,400,400,2472,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia-russelii-siamensis-russells-viper-chain-viper-bulian1.jpg,kaggle_india,,venomous,,400,400,2473,True,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-siamensis-siamese-russells-viper-800x600.jpg,kaggle_india,,venomous,,400,400,2474,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia-siamensis-ΓÇô-Eastern-RussellΓÇÖs-Viper-Siamese-RussellΓÇÖs-Viper-2.jpg,kaggle_india,,venomous,,400,400,2475,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia-tom-charlton-2011.jpg,kaggle_india,,venomous,,400,400,2476,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia1l.jpg,kaggle_india,,venomous,,400,400,2477,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\daboia2l.jpg,kaggle_india,,venomous,,400,400,2478,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia_head.jpg,kaggle_india,,venomous,,400,400,2479,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia_russelii_A_Chawla01.jpg,kaggle_india,,venomous,,400,400,2480,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia_Russelli_in_a_Sensing_moment.jpg,kaggle_india,,venomous,,400,400,2481,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia_russelli_ZhimingS.jpg,kaggle_india,,venomous,,400,400,2482,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Daboia_siamensis_WN_adult_D8D_5167e.jpg,kaggle_india,,venomous,,400,400,2483,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Deinagkistrodon-acutus-coiled-up.jpg,kaggle_india,,venomous,,400,400,2714,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\depositphotos_6652287-stock-photo-snake-siamese-russell-viper-focus.jpg,kaggle_india,,venomous,,400,400,2484,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Desktop14 copy.jpg,kaggle_india,,venomous,,400,400,2715,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\detail-of-the-head-of-monocled-cobra-during-snake-show-in-bangkok-thailand_vruvptptg__S0000.jpg,kaggle_india,,venomous,,400,400,2331,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC00767.jpg,kaggle_india,,venomous,,400,400,2716,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC00799.jpg,kaggle_india,,venomous,,400,400,2485,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC01378-L.jpg,kaggle_india,,venomous,,400,400,2486,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC05913a-L.jpg,kaggle_india,,venomous,,400,400,2332,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC05915-L.jpg,kaggle_india,,venomous,,400,400,4084,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC09751.JPG,kaggle_india,,venomous,,400,400,2072,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\dscn2969.jpg,kaggle_india,,venomous,,400,400,2969,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC_0019_0.jpg,kaggle_india,,venomous,,400,400,2073,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\dsc_0339.jpg,kaggle_india,,venomous,,400,400,2487,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC_1797.preview.jpg,kaggle_india,,venomous,,400,400,2488,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC_1996.JPG,kaggle_india,,venomous,,400,400,2489,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DSC_2002.JPG,kaggle_india,,venomous,,400,400,2490,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\DwJeRobtFhFY.jpg,kaggle_india,,venomous,,400,400,2334,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\e9a25bbc56927a4a0e2faf09084c710d--data-in-india.jpg,kaggle_india,,venomous,,400,400,2491,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\eade0eaff607199224e4384a528cd8cc--viper-snakes.jpg,kaggle_india,,venomous,,400,400,2718,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\eba4efd1c51d679b1ecf1710a29961c2--scary-snakes-cobra-snake.jpg,kaggle_india,,venomous,,400,400,2335,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-carinata-saw-scaled-viper-non-venomous-photographed-in-pune-h9erx8_001.jpg,kaggle_india,,venomous,,400,400,2720,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis-carinatus-03000022332_01.jpg,kaggle_india,,venomous,,400,400,2721,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis-carinatus-03000025920_01.jpg,kaggle_india,,venomous,,400,400,2722,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis-carinatus-03000032248_01.jpg,kaggle_india,,venomous,,400,400,2723,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis-carinatus-03000032251_01.jpg,kaggle_india,,venomous,,400,400,2724,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64401743.jpg,kaggle_india,,venomous,,400,400,2725,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010.jpg,kaggle_india,,venomous,,400,400,2726,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010_001.jpg,kaggle_india,,venomous,,400,400,2727,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-coloratus-painted-saw-scaled-viper-BN1NXB.jpg,kaggle_india,,venomous,,400,400,2728,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-coloratus-saw-scaled-viper-bcpdaa.jpg,kaggle_india,,venomous,,400,400,2729,True,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-coloratus-saw-scaled-viper-bddyte.jpg,kaggle_india,,venomous,,400,400,2730,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\echis-coloratus.jpg,kaggle_india,,venomous,,400,400,2731,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_carinatus(Saw_Scaled_Viper)_Phansad.jpg,kaggle_india,,venomous,,400,400,2732,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_carinatus2.jpg,kaggle_india,,venomous,,400,400,2492,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_carinatus5.jpg,kaggle_india,,venomous,,400,400,2733,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_carinatus_Gen├¿ve_24102014_3-1024x681.jpg,kaggle_india,,venomous,,400,400,2734,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_carinatus_sm.jpg,kaggle_india,,venomous,,400,400,2736,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_coloratus-2.jpg,kaggle_india,,venomous,,400,400,2737,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Echis_coloratus.jpg,kaggle_india,,venomous,,400,400,2738,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\ee3e9db881e4fbdde1e5cd3568b7aaa1.jpg,kaggle_india,,venomous,,400,400,2970,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Entrancing_Monocled_Cobra_1440x1080.jpg,kaggle_india,,venomous,,400,400,2336,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Events-4313-1024x577.jpg,kaggle_india,,venomous,,400,400,2971,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\exotic_king_cobra1-1030x685.jpg,kaggle_india,,venomous,,400,400,2176,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\exotic_king_cobra_h.jpg,kaggle_india,,venomous,,400,400,2177,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\f0854287300e4dbf29dfacce19f436b2.jpg,kaggle_india,,venomous,,400,400,2337,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\f12e57eaac8a1ef7c70ae60dbfa2a8ca--king-cobra-snakes.jpg,kaggle_india,,venomous,,400,400,4085,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\f5716d1268715b37ed4d371add3f7600--snake-images-snake-photos.jpg,kaggle_india,,venomous,,400,400,2178,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\f5f5410cbb701105a26085bc85090b0a--pretty-animals-reptiles-and-amphibians.jpg,kaggle_india,,venomous,,400,400,2973,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\fc6e1b08020db1b2c9c617930d5779db.jpg,kaggle_india,,venomous,,400,400,2493,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\File-Daboia_russelii_head_A_Chawla02.jpg,kaggle_india,,venomous,,400,400,2494,False,train
"e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\flat,1000x1000,075,f.jpg",kaggle_india,,venomous,,400,400,2974,False,train
"e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\flat,1000x1000,075,f.u4.jpg",kaggle_india,,venomous,,400,400,2739,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hans-brueur-russells-viper-in-taiwan.jpg,kaggle_india,,venomous,,400,400,2495,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hans-russells-viper-head.jpg,kaggle_india,,venomous,,400,400,2496,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hans-russells-viper-young.jpg,kaggle_india,,venomous,,400,400,2497,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\head-of-a-king-cobra-bdktrm.jpg,kaggle_india,,venomous,,400,400,2179,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Head-of-Sind-saw-scaled-viper.jpg,kaggle_india,,venomous,,400,400,2740,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\high-angle-view-of-a-russells-viper-vipera-russellii-india-b1j306.jpg,kaggle_india,,venomous,,400,400,2498,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hja3fryte6pc8-0lufn4l7g1pmhn172j-large.jpg,kaggle_india,,venomous,,400,400,2180,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault (2).jpg,kaggle_india,,venomous,,400,400,2338,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault (3).jpg,kaggle_india,,venomous,,400,400,2499,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault (4).jpg,kaggle_india,,venomous,,400,400,2741,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault (5).jpg,kaggle_india,,venomous,,400,400,2975,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault.jpg,kaggle_india,,venomous,,400,400,2074,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_001.jpg,kaggle_india,,venomous,,400,400,2976,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_003 (2).jpg,kaggle_india,,venomous,,400,400,2500,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_003 (3).jpg,kaggle_india,,venomous,,400,400,2742,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_003 (4).jpg,kaggle_india,,venomous,,400,400,2977,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_003.jpg,kaggle_india,,venomous,,400,400,2075,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_004 (2).jpg,kaggle_india,,venomous,,400,400,2743,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_004 (3).jpg,kaggle_india,,venomous,,400,400,2978,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_004.jpg,kaggle_india,,venomous,,400,400,2501,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_005 (2).jpg,kaggle_india,,venomous,,400,400,2502,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_005 (3).jpg,kaggle_india,,venomous,,400,400,2979,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_005.jpg,kaggle_india,,venomous,,400,400,2339,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_007 (2).jpg,kaggle_india,,venomous,,400,400,2181,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_007 (3).jpg,kaggle_india,,venomous,,400,400,2503,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_007 (4).jpg,kaggle_india,,venomous,,400,400,2744,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_007.jpg,kaggle_india,,venomous,,400,400,2076,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_008.jpg,kaggle_india,,venomous,,400,400,2745,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_009 (2).jpg,kaggle_india,,venomous,,400,400,2746,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\hqdefault_009.jpg,kaggle_india,,venomous,,400,400,2077,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\httpwww.indianaturewatch.net12.jpg,kaggle_india,,venomous,,400,400,2504,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\ht_saw_scaled_viper_heart_attack_treatment_lpl_130221_wmain.jpg,kaggle_india,,venomous,,400,400,2747,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\ika-80438-reptiles-snakes-cobra-indian-spectacled-cobra-naja-naja-CE8PWP.jpg,kaggle_india,,venomous,,400,400,4086,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image-20151211-8314-1qqw4l0.JPG,kaggle_india,,venomous,,400,400,2505,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image002.jpg,kaggle_india,,venomous,,400,400,2079,True,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image304.jpg,kaggle_india,,venomous,,400,400,2080,True,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image306.jpg,kaggle_india,,venomous,,400,400,2981,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image349.jpg,kaggle_india,,venomous,,400,400,2506,True,hardcase
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\image354.jpg,kaggle_india,,venomous,,400,400,2748,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_0010 (1).JPG,kaggle_india,,venomous,,400,400,4087,True,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\img_09221.jpg,kaggle_india,,venomous,,400,400,2340,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\img_09311.jpg,kaggle_india,,venomous,,400,400,2341,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_1426-Edit.jpg,kaggle_india,,venomous,,400,400,2507,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_1494.jpg,kaggle_india,,venomous,,400,400,2982,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\img_1663_large.jpg,kaggle_india,,venomous,,400,400,2508,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\img_2505.jpg,kaggle_india,,venomous,,400,400,4088,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3067_1-5.jpg,kaggle_india,,venomous,,400,400,2983,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3074_1.jpg,kaggle_india,,venomous,,400,400,2984,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3806-2.jpg,kaggle_india,,venomous,,400,400,2750,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3808-2.jpg,kaggle_india,,venomous,,400,400,2751,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3809-2.jpg,kaggle_india,,venomous,,400,400,2509,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3822-2.jpg,kaggle_india,,venomous,,400,400,2510,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_3863-2.jpg,kaggle_india,,venomous,,400,400,2985,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_4386-2 (2).jpg,kaggle_india,,venomous,,400,400,2511,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_4386-2.jpg,kaggle_india,,venomous,,400,400,2511,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_4588.jpg,kaggle_india,,venomous,,400,400,2752,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_4625-2.jpg,kaggle_india,,venomous,,400,400,2512,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_5785.jpg,kaggle_india,,venomous,,400,400,2986,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_5793.preview.jpg,kaggle_india,,venomous,,400,400,2987,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_5971-2.jpg,kaggle_india,,venomous,,400,400,2988,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_7375.jpg,kaggle_india,,venomous,,400,400,2182,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_7415.jpg,kaggle_india,,venomous,,400,400,2183,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\IMG_7421.jpg,kaggle_india,,venomous,,400,400,2184,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Indian Spectacled Cobra.jpg,kaggle_india,,venomous,,400,400,2990,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-20569186.jpg,kaggle_india,,venomous,,400,400,2991,True,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2R58.jpg,kaggle_india,,venomous,,400,400,2992,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-eb2r58_001.jpg,kaggle_india,,venomous,,400,400,2993,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2T9E.jpg,kaggle_india,,venomous,,400,400,2994,False,val
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-pettigalawatta-DWNMJ8.jpg,kaggle_india,,venomous,,400,400,2995,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-back-hood.jpg,kaggle_india,,venomous,,400,400,2996,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Indian-cobra-defending-eggs.jpg,kaggle_india,,venomous,,400,400,2997,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Indian-cobra-defensive-posture.jpg,kaggle_india,,venomous,,400,400,2998,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-front_2.jpg,kaggle_india,,venomous,,400,400,2999,False,train
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\Indian-Cobra-Hood.jpg,kaggle_india,,venomous,,400,400,3000,False,test
e:\Coding_Notes\Faunari\data\raw\kaggle_india\Snake Images\train\Venomous\indian-cobra-or-spectacled-cobra-naja-naja-naja-asia-DXG9K2.jpg,kaggle_india,,venomous,,400,400,3001,False,train
